ensembl_gene_id	gene_name	gene_biotype	total_width	cluster
ENSMUSG00000002791	Pdxk-ps	pseudogene	3898	NA
ENSMUSG00000002797	Ggct	protein_coding	5303	7
ENSMUSG00000002799	Jag2	protein_coding	4054	6
ENSMUSG00000002803	Btbd6	protein_coding	4032	3
ENSMUSG00000002804	Nudt14	protein_coding	793	4
ENSMUSG00000002808	Epdr1	protein_coding	2386	5
ENSMUSG00000002812	Flii	protein_coding	6006	6
ENSMUSG00000002814	Top3a	protein_coding	13683	1
ENSMUSG00000002820	Atg4d	protein_coding	2541	2
ENSMUSG00000002825	Qtrt1	protein_coding	1319	1
ENSMUSG00000002831	Plin4	protein_coding	5755	7
ENSMUSG00000002833	Hdgfrp2	protein_coding	2251	3
ENSMUSG00000002835	Chaf1a	protein_coding	3308	4
ENSMUSG00000002844	Adprh	protein_coding	1583	4
ENSMUSG00000002845	Tmem39a	protein_coding	13713	2
ENSMUSG00000002846	Timmdc1	protein_coding	2251	3
ENSMUSG00000002847	Pla1a	protein_coding	1972	NA
ENSMUSG00000002870	Mcm2	protein_coding	3370	4
ENSMUSG00000002871	Tpra1	protein_coding	11889	5
ENSMUSG00000002881	Nab1	protein_coding	6471	5
ENSMUSG00000002885	Cd97	protein_coding	14204	NA
ENSMUSG00000002897	Il17ra	protein_coding	3970	6
ENSMUSG00000002900	Lamb1	protein_coding	20307	5
ENSMUSG00000002908	Kcnn1	protein_coding	8087	2
ENSMUSG00000002910	Arrdc2	protein_coding	2329	NA
ENSMUSG00000002930	Ppp1r17	protein_coding	1738	7
ENSMUSG00000002944	Cd36	protein_coding	13954	NA
ENSMUSG00000002948	Map2k7	protein_coding	20933	2
ENSMUSG00000002949	Timm44	protein_coding	11317	2
ENSMUSG00000002957	Ap2a2	protein_coding	4639	6
ENSMUSG00000002963	Pnkp	protein_coding	13556	3
ENSMUSG00000002968	Med25	protein_coding	2297	1
ENSMUSG00000002980	Bcam	protein_coding	5333	6
ENSMUSG00000002981	Clptm1	protein_coding	4130	5
ENSMUSG00000002983	Relb	protein_coding	18703	4
ENSMUSG00000002984	Tomm40	protein_coding	6970	1
ENSMUSG00000002985	Apoe	protein_coding	8642	4
ENSMUSG00000002992	Apoc2	protein_coding	3011	4
ENSMUSG00000002996	Hbp1	protein_coding	12734	5
ENSMUSG00000002997	Prkar2b	protein_coding	8168	2
ENSMUSG00000003031	Cdkn1b	protein_coding	6945	3
ENSMUSG00000003032	Klf4	protein_coding	4410	6
ENSMUSG00000003033	Ap1m1	protein_coding	5429	3
ENSMUSG00000003037	Rab8a	protein_coding	5416	5
ENSMUSG00000003038	Hmgn2	protein_coding	11154	1
ENSMUSG00000003039	Fam32a	protein_coding	1910	3
ENSMUSG00000003051	Elf3	protein_coding	2000	NA
ENSMUSG00000003053	Cyp2c29	protein_coding	6364	NA
ENSMUSG00000003062	Stard3nl	protein_coding	1283	3
ENSMUSG00000003068	Stk11	protein_coding	13118	2
ENSMUSG00000003070	Efna2	protein_coding	2131	1
ENSMUSG00000003072	Atp5d	protein_coding	3995	4
ENSMUSG00000003099	Ppp5c	protein_coding	9419	3
ENSMUSG00000003119	Cdk12	protein_coding	22588	2
ENSMUSG00000003123	Lipe	protein_coding	10841	6
ENSMUSG00000003131	Pafah1b2	protein_coding	4241	5
ENSMUSG00000003134	Tbc1d8	protein_coding	4436	2
ENSMUSG00000003135	Cnot11	protein_coding	8733	5
ENSMUSG00000003153	Slc2a3	protein_coding	13832	7
ENSMUSG00000003154	Foxj2	protein_coding	9903	2
ENSMUSG00000003161	Sri	protein_coding	7437	5
ENSMUSG00000003166	Dgcr2	protein_coding	23459	3
ENSMUSG00000003178	Mical3	protein_coding	2893	NA
ENSMUSG00000003184	Irf3	protein_coding	11541	2
ENSMUSG00000003190	Bcl2l12	protein_coding	5282	4
ENSMUSG00000003198	Zfp959	protein_coding	1620	3
ENSMUSG00000003199	Mpnd	protein_coding	9425	3
ENSMUSG00000003200	Sh3gl1	protein_coding	2072	4
ENSMUSG00000003206	Ebi3	protein_coding	1170	4
ENSMUSG00000003208	Ccdc94	protein_coding	1311	3
ENSMUSG00000003226	Ranbp2	protein_coding	9477	5
ENSMUSG00000003227	Edar	protein_coding	3637	6
ENSMUSG00000003228	Grk5	protein_coding	3165	4
ENSMUSG00000003233	Dvl3	protein_coding	10246	1
ENSMUSG00000003234	Abcf3	protein_coding	6151	3
ENSMUSG00000003235	Eif2b5	protein_coding	4007	3
ENSMUSG00000003269	Cyth2	protein_coding	12331	2
ENSMUSG00000003271	Sult2b1	protein_coding	3801	NA
ENSMUSG00000003273	Car11	protein_coding	3149	7
ENSMUSG00000003279	Dlgap1	protein_coding	55589	7
ENSMUSG00000003282	Plag1	protein_coding	9944	2
ENSMUSG00000003283	Hck	protein_coding	4184	6
ENSMUSG00000003299	Mrpl4	protein_coding	1285	3
ENSMUSG00000003308	Keap1	protein_coding	7904	3
ENSMUSG00000003309	Ap1m2	protein_coding	3470	NA
ENSMUSG00000003316	Glg1	protein_coding	15535	5
ENSMUSG00000003341	Atp8b3	protein_coding	4411	NA
ENSMUSG00000003344	Btbd2	protein_coding	8839	3
ENSMUSG00000003345	Csnk1g2	protein_coding	4695	3
ENSMUSG00000003346	Abhd17a	protein_coding	1473	4
ENSMUSG00000003348	Mob3a	protein_coding	2644	5
ENSMUSG00000003352	Cacnb3	protein_coding	5489	1
ENSMUSG00000003354	Ccdc65	protein_coding	1890	NA
ENSMUSG00000003355	Fkbp11	protein_coding	731	4
ENSMUSG00000003360	Ddx23	protein_coding	11415	3
ENSMUSG00000003363	Pld3	protein_coding	7955	3
ENSMUSG00000003378	Grik5	protein_coding	3836	2
ENSMUSG00000003379	Cd79a	protein_coding	1457	NA
ENSMUSG00000003380	Rabac1	protein_coding	875	6
ENSMUSG00000003382	Etv3	protein_coding	23669	3
ENSMUSG00000003402	Prkcsh	protein_coding	4005	3
ENSMUSG00000003410	Elavl3	protein_coding	5027	1
ENSMUSG00000003411	Rab3b	protein_coding	5890	1
ENSMUSG00000003418	St8sia6	protein_coding	8173	6
ENSMUSG00000003420	Fcgrt	protein_coding	1738	6
ENSMUSG00000003421	Nosip	protein_coding	7585	3
ENSMUSG00000003423	Pih1d1	protein_coding	6109	3
ENSMUSG00000003429	Rps11	protein_coding	602	4
ENSMUSG00000003435	Supt5	protein_coding	3509	3
ENSMUSG00000003436	Dll3	protein_coding	4138	1
ENSMUSG00000003437	Paf1	protein_coding	8771	3
ENSMUSG00000003438	Timm50	protein_coding	4215	1
ENSMUSG00000003444	Med29	protein_coding	1281	4
ENSMUSG00000003452	Bicd1	protein_coding	27411	NA
ENSMUSG00000003458	Ncstn	protein_coding	11091	5
ENSMUSG00000003464	Pex19	protein_coding	7225	3
ENSMUSG00000003469	Phyhip	protein_coding	3196	7
ENSMUSG00000003476	Crhr2	protein_coding	10176	1
ENSMUSG00000003477	Inmt	protein_coding	1996	NA
ENSMUSG00000003484	Cyp4f18	protein_coding	2854	3
ENSMUSG00000003500	Impdh1	protein_coding	16079	7
ENSMUSG00000003505	Psg18	protein_coding	5032	NA
ENSMUSG00000003518	Dusp3	protein_coding	18379	5
ENSMUSG00000003526	Prodh	protein_coding	7755	2
ENSMUSG00000003527	Dgcr14	protein_coding	2819	3
ENSMUSG00000003528	Slc25a1	protein_coding	5079	5
ENSMUSG00000003531	Dgcr6	protein_coding	9131	3
ENSMUSG00000003534	Ddr1	protein_coding	27355	1
ENSMUSG00000003541	Ier3	protein_coding	1131	7
ENSMUSG00000003545	Fosb	protein_coding	3751	NA
ENSMUSG00000003546	Klc4	protein_coding	2322	1
ENSMUSG00000003549	Ercc1	protein_coding	7493	1
ENSMUSG00000003555	Cyp17a1	protein_coding	2761	NA
ENSMUSG00000003559	As3mt	protein_coding	1751	5
ENSMUSG00000003573	Homer3	protein_coding	11174	3
ENSMUSG00000003575	Crtc1	protein_coding	17845	2
ENSMUSG00000003581	Rnf215	protein_coding	3754	3
ENSMUSG00000003585	Sec14l2	protein_coding	7216	1
ENSMUSG00000003604	Aven	protein_coding	6142	4
ENSMUSG00000003617	Cp	protein_coding	32409	7
ENSMUSG00000003623	Crot	protein_coding	6748	3
ENSMUSG00000003644	Rps6ka1	protein_coding	17818	5
ENSMUSG00000003657	Calb2	protein_coding	1430	7
ENSMUSG00000003660	Snrnp200	protein_coding	11716	3
ENSMUSG00000003662	Ciao1	protein_coding	5705	3
ENSMUSG00000003665	Has1	protein_coding	2090	NA
ENSMUSG00000003680	Taf6l	protein_coding	16886	2
ENSMUSG00000003721	Insig2	protein_coding	10288	3
ENSMUSG00000003731	Kpna6	protein_coding	10073	2
ENSMUSG00000003746	Man1a	protein_coding	16027	5
ENSMUSG00000003752	Itpkc	protein_coding	4465	3
ENSMUSG00000003762	Adck4	protein_coding	9348	1
ENSMUSG00000003778	Brd8	protein_coding	25561	2
ENSMUSG00000003779	Kif20a	protein_coding	7132	4
ENSMUSG00000003808	Farsa	protein_coding	11320	1
ENSMUSG00000003809	Gcdh	protein_coding	8692	1
ENSMUSG00000003810	Mast2	protein_coding	30829	7
ENSMUSG00000003812	Dnase2a	protein_coding	11575	3
ENSMUSG00000003813	Rad23a	protein_coding	7206	3
ENSMUSG00000003814	Calr	protein_coding	4702	5
ENSMUSG00000003824	Syce2	protein_coding	3763	3
ENSMUSG00000003847	Nfat5	protein_coding	80703	2
ENSMUSG00000003848	Nob1	protein_coding	9025	1
ENSMUSG00000003849	Nqo1	protein_coding	1553	5
ENSMUSG00000003863	Ppfia3	protein_coding	21214	2
ENSMUSG00000003865	Gys1	protein_coding	9348	4
ENSMUSG00000003868	Ruvbl2	protein_coding	4900	3
ENSMUSG00000003872	Lin7b	protein_coding	2544	7
ENSMUSG00000003873	Bax	protein_coding	869	1
ENSMUSG00000003882	Il7r	protein_coding	3208	NA
ENSMUSG00000003923	Tfam	protein_coding	6913	3
ENSMUSG00000003929	Zfp81	protein_coding	6639	3
ENSMUSG00000003934	Efnb3	protein_coding	3183	1
ENSMUSG00000003948	Mmd	protein_coding	7673	4
ENSMUSG00000003949	Hlf	protein_coding	12590	7
ENSMUSG00000003955	Fam162a	protein_coding	635	4
ENSMUSG00000003970	Rpl8	protein_coding	862	4
ENSMUSG00000003974	Grm3	protein_coding	3536	3
ENSMUSG00000003992	Ssbp2	protein_coding	12169	2
ENSMUSG00000004018	Fancl	protein_coding	5936	4
ENSMUSG00000004031	Brinp2	protein_coding	4099	1
ENSMUSG00000004032	Gstm5	protein_coding	4964	3
ENSMUSG00000004035	Gstm7	protein_coding	3922	3
ENSMUSG00000004038	Gstm3	protein_coding	2595	NA
ENSMUSG00000004040	Stat3	protein_coding	23622	5
ENSMUSG00000004043	Stat5a	protein_coding	16992	5
ENSMUSG00000004044	Ptrf	protein_coding	4149	5
ENSMUSG00000004054	Map3k11	protein_coding	3801	5
ENSMUSG00000004056	Akt2	protein_coding	21379	1
ENSMUSG00000004069	Dnaja3	protein_coding	7123	5
ENSMUSG00000004070	Hmox2	protein_coding	6203	4
ENSMUSG00000004071	Cdip1	protein_coding	13797	3
ENSMUSG00000004085	Zak	protein_coding	14104	5
ENSMUSG00000004096	Cwc15	protein_coding	1111	4
ENSMUSG00000004098	Col5a3	protein_coding	10046	4
ENSMUSG00000004099	Dnmt1	protein_coding	16497	3
ENSMUSG00000004100	Ppan	protein_coding	6236	1
ENSMUSG00000004105	Angptl2	protein_coding	9204	1
ENSMUSG00000004110	Cacna1e	protein_coding	12697	5
ENSMUSG00000004113	Cacna1b	protein_coding	43340	2
ENSMUSG00000004127	Trmt10a	protein_coding	14051	3
ENSMUSG00000004151	Etv1	protein_coding	23964	1
ENSMUSG00000004187	Kifc2	protein_coding	3143	2
ENSMUSG00000004207	Psap	protein_coding	13178	5
ENSMUSG00000004221	Ikbkg	protein_coding	52374	3
ENSMUSG00000004231	Pax2	protein_coding	10318	1
ENSMUSG00000004233	Wars2	protein_coding	10371	3
ENSMUSG00000004263	Atn1	protein_coding	9902	1
ENSMUSG00000004264	Phb2	protein_coding	7421	3
ENSMUSG00000004266	Ptpn6	protein_coding	10526	5
ENSMUSG00000004267	Eno2	protein_coding	17521	7
ENSMUSG00000004268	Emg1	protein_coding	3506	3
ENSMUSG00000004270	Lpcat3	protein_coding	9175	5
ENSMUSG00000004285	Atp6v1f	protein_coding	2055	3
ENSMUSG00000004296	Il12b	protein_coding	3805	NA
ENSMUSG00000004317	Clcn5	protein_coding	17601	3
ENSMUSG00000004319	Clcn3	protein_coding	44367	4
ENSMUSG00000004328	Hif3a	protein_coding	9443	7
ENSMUSG00000004341	Gpx6	protein_coding	1719	NA
ENSMUSG00000004344	Gpx5	protein_coding	3303	NA
ENSMUSG00000004347	Pde1c	protein_coding	51626	2
ENSMUSG00000004356	Utp20	protein_coding	8831	3
ENSMUSG00000004359	Spic	protein_coding	6055	7
ENSMUSG00000004360	9330159F19Rik	protein_coding	5644	1
ENSMUSG00000004364	Cul3	protein_coding	9507	4
ENSMUSG00000004366	Sst	protein_coding	599	NA
ENSMUSG00000004371	Il11	protein_coding	2257	2
ENSMUSG00000004383	Large	protein_coding	11802	1
ENSMUSG00000004393	Ddx56	protein_coding	3868	3
ENSMUSG00000004394	Tmed4	protein_coding	3431	3
ENSMUSG00000004415	Col26a1	protein_coding	11832	3
ENSMUSG00000004446	Bid	protein_coding	6160	4
ENSMUSG00000004451	Ralb	protein_coding	5458	5
ENSMUSG00000004455	Ppp1cc	protein_coding	10935	3
ENSMUSG00000004460	Dnajb11	protein_coding	7214	4
ENSMUSG00000004462	Tbccd1	protein_coding	2702	3
ENSMUSG00000004473	Clec11a	protein_coding	1952	2
ENSMUSG00000004500	Zfp324	protein_coding	13220	2
ENSMUSG00000004508	Gab2	protein_coding	5997	5
ENSMUSG00000004530	Coro1c	protein_coding	16350	5
ENSMUSG00000004535	Tax1bp1	protein_coding	9311	6
ENSMUSG00000004540	Psg17	protein_coding	2100	NA
ENSMUSG00000004542	Psg19	protein_coding	5835	NA
ENSMUSG00000004552	Ctse	protein_coding	5555	4
ENSMUSG00000004558	Ndrg2	protein_coding	4272	2
ENSMUSG00000004561	Mettl17	protein_coding	18521	2
ENSMUSG00000004562	Arhgef40	protein_coding	52423	1
ENSMUSG00000004565	Pnpla6	protein_coding	8933	5
ENSMUSG00000004567	Mcoln1	protein_coding	7064	2
ENSMUSG00000004568	Arhgef18	protein_coding	16461	3
ENSMUSG00000004591	Pkn2	protein_coding	24223	5
ENSMUSG00000004609	Cd33	protein_coding	5059	5
ENSMUSG00000004610	Etfb	protein_coding	1692	4
ENSMUSG00000004612	Nkg7	protein_coding	878	NA
ENSMUSG00000004613	Lim2	protein_coding	879	NA
ENSMUSG00000004626	Stxbp2	protein_coding	12022	2
ENSMUSG00000004630	Pcp2	protein_coding	5580	7
ENSMUSG00000004631	Sgce	protein_coding	18000	4
ENSMUSG00000004633	Chn2	protein_coding	11881	6
ENSMUSG00000004637	Wwox	protein_coding	14522	7
ENSMUSG00000004642	Slbp	protein_coding	10197	4
ENSMUSG00000004651	Tyr	protein_coding	3307	2
ENSMUSG00000004654	Ghrhr	protein_coding	1598	NA
ENSMUSG00000004655	Aqp1	protein_coding	2627	7
ENSMUSG00000004661	Arid3b	protein_coding	20638	2
ENSMUSG00000004665	Cnn2	protein_coding	3386	5
ENSMUSG00000004667	Polr2e	protein_coding	6481	3
ENSMUSG00000004668	Abca13	protein_coding	20456	7
ENSMUSG00000004677	Myo9b	protein_coding	21541	3
ENSMUSG00000004698	Hdac9	protein_coding	4422	7
ENSMUSG00000004707	Ly9	protein_coding	10804	4
ENSMUSG00000004709	Cd244	protein_coding	3760	4
ENSMUSG00000004730	Emr1	protein_coding	6369	NA
ENSMUSG00000004748	Mtfp1	protein_coding	1821	1
ENSMUSG00000004768	Rab23	protein_coding	18514	2
ENSMUSG00000004771	Rab11a	protein_coding	6822	5
ENSMUSG00000004788	Eif2b2	protein_coding	5957	3
ENSMUSG00000004789	Dlst	protein_coding	2767	3
ENSMUSG00000004791	Pgf	protein_coding	1582	1
ENSMUSG00000004798	Ulk2	protein_coding	9642	3
ENSMUSG00000004814	Ccl24	protein_coding	1289	4
ENSMUSG00000004815	Dgkq	protein_coding	37948	2
ENSMUSG00000004821	Tmed11	protein_coding	763	NA
ENSMUSG00000004837	Grap	protein_coding	1838	5
ENSMUSG00000004842	Pou1f1	protein_coding	7941	2
ENSMUSG00000004843	Chmp2b	protein_coding	1838	5
ENSMUSG00000004846	Plod3	protein_coding	10859	5
ENSMUSG00000004849	Ap1s1	protein_coding	3869	4
ENSMUSG00000004864	Mapk13	protein_coding	4405	NA
ENSMUSG00000004865	Srpk1	protein_coding	13849	3
ENSMUSG00000004872	Pax3	protein_coding	10212	NA
ENSMUSG00000004880	Lbr	protein_coding	3551	5
ENSMUSG00000004885	Crabp2	protein_coding	1589	NA
ENSMUSG00000004891	Nes	protein_coding	13395	4
ENSMUSG00000004892	Bcan	protein_coding	3267	2
ENSMUSG00000004894	Hapln2	protein_coding	5228	NA
ENSMUSG00000004895	Prcc	protein_coding	2102	3
ENSMUSG00000004896	Rrnad1	protein_coding	24456	2
ENSMUSG00000004897	Hdgf	protein_coding	5265	4
ENSMUSG00000004902	Slc25a18	protein_coding	1367	NA
ENSMUSG00000004929	Thop1	protein_coding	6843	1
ENSMUSG00000004931	Apba3	protein_coding	2106	3
ENSMUSG00000004933	Matk	protein_coding	19356	7
ENSMUSG00000004934	Pias4	protein_coding	7501	1
ENSMUSG00000004936	Map2k1	protein_coding	4565	5
ENSMUSG00000004937	Sgta	protein_coding	1969	3
ENSMUSG00000004939	Nmrk2	protein_coding	1840	NA
ENSMUSG00000004945	Tmem242	protein_coding	971	4
ENSMUSG00000004947	Dtx2	protein_coding	19098	3
ENSMUSG00000004948	Zp3	protein_coding	2057	1
ENSMUSG00000004951	Hspb1	protein_coding	1833	6
ENSMUSG00000004952	Rasa4	protein_coding	24566	1
ENSMUSG00000004961	Syt5	protein_coding	1747	1
ENSMUSG00000004980	Hnrnpa2b1	protein_coding	7395	1
ENSMUSG00000004988	Fxyd4	protein_coding	1199	NA
ENSMUSG00000004994	Ccdc130	protein_coding	6993	2
ENSMUSG00000004996	Mri1	protein_coding	5917	1
ENSMUSG00000005034	Prkacb	protein_coding	17322	6
ENSMUSG00000005043	Sgsh	protein_coding	15207	5
ENSMUSG00000005045	Chd5	protein_coding	34508	2
ENSMUSG00000005054	Cstb	protein_coding	599	4
ENSMUSG00000005057	Sh2b2	protein_coding	2848	1
ENSMUSG00000005069	Pex5	protein_coding	17835	1
ENSMUSG00000005078	Jkamp	protein_coding	6307	3
ENSMUSG00000005087	Cd44	protein_coding	25140	7
ENSMUSG00000005089	Slc1a2	protein_coding	20644	2
ENSMUSG00000005102	Eif2ak4	protein_coding	29805	2
ENSMUSG00000005103	Wdr1	protein_coding	2948	5
ENSMUSG00000005107	Slc2a9	protein_coding	24221	4
ENSMUSG00000005124	Wisp1	protein_coding	8476	7
ENSMUSG00000005125	Ndrg1	protein_coding	13288	1
ENSMUSG00000005131	4930550C14Rik	protein_coding	1237	6
ENSMUSG00000005142	Man2b1	protein_coding	4325	5
ENSMUSG00000005148	Klf5	protein_coding	1721	NA
ENSMUSG00000005150	Wdr83	protein_coding	11118	3
ENSMUSG00000005161	Prdx2	protein_coding	9108	4
ENSMUSG00000005198	Polr2a	protein_coding	13814	5
ENSMUSG00000005202	Shbg	protein_coding	1997	NA
ENSMUSG00000005204	Senp3	protein_coding	8928	3
ENSMUSG00000005220	Corin	protein_coding	19526	NA
ENSMUSG00000005225	Plekha8	protein_coding	8577	7
ENSMUSG00000005232	G6pc2	protein_coding	4670	NA
ENSMUSG00000005233	Spc25	protein_coding	9265	7
ENSMUSG00000005237	Dnah2	protein_coding	31199	1
ENSMUSG00000005251	Ripk4	protein_coding	7284	7
ENSMUSG00000005262	Ufd1l	protein_coding	10158	3
ENSMUSG00000005267	Zfp287	protein_coding	12681	3
ENSMUSG00000005268	Prlr	protein_coding	30150	NA
ENSMUSG00000005299	Letm1	protein_coding	11294	3
ENSMUSG00000005312	Ubqln1	protein_coding	7288	5
ENSMUSG00000005320	Fgfr4	protein_coding	4352	NA
ENSMUSG00000005338	Cadm3	protein_coding	11052	2
ENSMUSG00000005339	Fcer1a	protein_coding	1026	NA
ENSMUSG00000005354	Txn2	protein_coding	7556	3
ENSMUSG00000005355	Casp14	protein_coding	2329	NA
ENSMUSG00000005357	Slc1a6	protein_coding	2089	1
ENSMUSG00000005360	Slc1a3	protein_coding	13786	3
ENSMUSG00000005362	Crbn	protein_coding	10272	3
ENSMUSG00000005364	Il5ra	protein_coding	1704	NA
ENSMUSG00000005370	Msh6	protein_coding	4254	4
ENSMUSG00000005371	Fbxo11	protein_coding	10683	4
ENSMUSG00000005373	Mlxipl	protein_coding	19751	6
ENSMUSG00000005374	Tbl2	protein_coding	8575	3
ENSMUSG00000005378	Wbscr22	protein_coding	10244	3
ENSMUSG00000005397	Nid1	protein_coding	6046	5
ENSMUSG00000005410	Mcm5	protein_coding	3422	4
ENSMUSG00000005413	Hmox1	protein_coding	2890	1
ENSMUSG00000005417	Mprip	protein_coding	40016	6
ENSMUSG00000005442	Cic	protein_coding	33302	1
ENSMUSG00000005447	Pafah1b3	protein_coding	5435	1
ENSMUSG00000005465	Il27ra	protein_coding	2657	5
ENSMUSG00000005469	Prkaca	protein_coding	2293	3
ENSMUSG00000005470	Asf1b	protein_coding	2969	4
ENSMUSG00000005474	Myl10	protein_coding	822	NA
ENSMUSG00000005481	Ddx39	protein_coding	11518	3
ENSMUSG00000005483	Dnajb1	protein_coding	2263	5
ENSMUSG00000005493	Msh4	protein_coding	3327	NA
ENSMUSG00000005501	Usp40	protein_coding	5049	1
ENSMUSG00000005503	Evx1	protein_coding	3911	NA
ENSMUSG00000005505	Kbtbd4	protein_coding	6221	3
ENSMUSG00000005506	Celf1	protein_coding	59045	3
ENSMUSG00000005510	Ndufs3	protein_coding	4185	4
ENSMUSG00000005514	Por	protein_coding	10021	3
ENSMUSG00000005533	Igf1r	protein_coding	4489	2
ENSMUSG00000005534	Insr	protein_coding	11030	5
ENSMUSG00000005540	Fcer2a	protein_coding	2241	NA
ENSMUSG00000005547	Cyp2a5	protein_coding	4789	NA
ENSMUSG00000005553	Atp4a	protein_coding	10848	NA
ENSMUSG00000005566	Trim28	protein_coding	9177	3
ENSMUSG00000005575	Ube2m	protein_coding	6312	3
ENSMUSG00000005580	Adcy9	protein_coding	13938	6
ENSMUSG00000005583	Mef2c	protein_coding	16232	6
ENSMUSG00000005609	Ctr9	protein_coding	11474	1
ENSMUSG00000005610	Eif4g2	protein_coding	23256	3
ENSMUSG00000005611	Mrvi1	protein_coding	19854	NA
ENSMUSG00000005615	Pcyt1a	protein_coding	17415	5
ENSMUSG00000005621	Zfp592	protein_coding	8968	3
ENSMUSG00000005625	Psmd4	protein_coding	10022	4
ENSMUSG00000005628	Tmod4	protein_coding	5215	NA
ENSMUSG00000005640	Insrr	protein_coding	12782	2
ENSMUSG00000005649	Cabp5	protein_coding	3500	7
ENSMUSG00000005656	Snx6	protein_coding	1928	4
ENSMUSG00000005667	Mthfd2	protein_coding	3565	3
ENSMUSG00000005672	Kit	protein_coding	12691	4
ENSMUSG00000005674	Tomm40l	protein_coding	12741	3
ENSMUSG00000005677	Nr1i3	protein_coding	14269	NA
ENSMUSG00000005681	Apoa2	protein_coding	1938	4
ENSMUSG00000005682	Pan2	protein_coding	4450	1
ENSMUSG00000005683	Cs	protein_coding	2828	5
ENSMUSG00000005686	Ampd3	protein_coding	11497	7
ENSMUSG00000005687	Bcas2	protein_coding	10739	3
ENSMUSG00000005696	Sh2d1a	protein_coding	4959	7
ENSMUSG00000005698	Ctcf	protein_coding	7913	3
ENSMUSG00000005699	Pard6a	protein_coding	2538	3
ENSMUSG00000005705	Agrp	protein_coding	659	NA
ENSMUSG00000005716	Pvalb	protein_coding	1930	7
ENSMUSG00000005718	Tfap4	protein_coding	2113	3
ENSMUSG00000005732	Ranbp1	protein_coding	3233	4
ENSMUSG00000005763	Cd247	protein_coding	12874	4
ENSMUSG00000005774	Rfx5	protein_coding	35460	2
ENSMUSG00000005779	Psmb4	protein_coding	2792	4
ENSMUSG00000005800	Mmp8	protein_coding	2453	NA
ENSMUSG00000005802	Slc30a4	protein_coding	8628	5
ENSMUSG00000005803	Sqrdl	protein_coding	9310	5
ENSMUSG00000005804	Bloc1s6	protein_coding	7947	1
ENSMUSG00000005813	Metap1	protein_coding	2549	4
ENSMUSG00000005823	Gpr108	protein_coding	2095	3
ENSMUSG00000005824	Tnfsf14	protein_coding	1859	NA
ENSMUSG00000005836	Gata6	protein_coding	3194	6
ENSMUSG00000005846	Rsl1d1	protein_coding	3478	3
ENSMUSG00000005864	Cnga2	protein_coding	3432	NA
ENSMUSG00000005871	Apc	protein_coding	34219	4
ENSMUSG00000005873	Reep5	protein_coding	2894	5
ENSMUSG00000005881	Ergic3	protein_coding	7264	5
ENSMUSG00000005882	Uqcc1	protein_coding	24123	2
ENSMUSG00000005883	Spo11	protein_coding	9028	NA
ENSMUSG00000005886	Ncoa2	protein_coding	35661	2
ENSMUSG00000005891	Prl4a1	protein_coding	865	NA
ENSMUSG00000005892	Trh	protein_coding	1384	NA
ENSMUSG00000005893	Nr2c2	protein_coding	14378	3
ENSMUSG00000005897	Nr2c1	protein_coding	8521	3
ENSMUSG00000005899	Smpd4	protein_coding	44092	1
ENSMUSG00000005907	Pex1	protein_coding	15255	2
ENSMUSG00000005917	Otx1	protein_coding	8833	1
ENSMUSG00000005936	Kctd20	protein_coding	15791	4
ENSMUSG00000005947	Itgae	protein_coding	7670	NA
ENSMUSG00000005949	Ctns	protein_coding	7313	3
ENSMUSG00000005950	P2rx5	protein_coding	4475	NA
ENSMUSG00000005951	Shpk	protein_coding	5664	6
ENSMUSG00000005952	Trpv1	protein_coding	10576	NA
ENSMUSG00000005958	Ephb3	protein_coding	13166	1
ENSMUSG00000005968	Tuft1	protein_coding	8294	7
ENSMUSG00000005973	Rcn1	protein_coding	4928	4
ENSMUSG00000005980	Dnase1	protein_coding	11705	NA
ENSMUSG00000005981	Trap1	protein_coding	3821	3
ENSMUSG00000005982	Naa60	protein_coding	11802	5
ENSMUSG00000005983	1700037C18Rik	protein_coding	5790	1
ENSMUSG00000005986	Ankrd13d	protein_coding	7625	2
ENSMUSG00000005994	Tyrp1	protein_coding	6925	5
ENSMUSG00000006005	Tpr	protein_coding	27553	3
ENSMUSG00000006007	Pdc	protein_coding	1246	7
ENSMUSG00000006010	BC003331	protein_coding	15980	3
ENSMUSG00000006014	Prg4	protein_coding	19478	4
ENSMUSG00000006019	Dhx34	protein_coding	22408	1
ENSMUSG00000006021	Kptn	protein_coding	6555	3
ENSMUSG00000006024	Napa	protein_coding	6135	1
ENSMUSG00000006050	Sra1	protein_coding	5260	4
